ds,y
2026-01-04,28.199
2026-01-05,27.988
2026-01-06,28.345
2026-01-07,28.738
2026-01-08,28.078
2026-01-09,28.121
2026-01-10,28.889
2026-01-11,28.607
2026-01-12,28.155
2026-01-13,28.603
2026-01-14,28.243
2026-01-15,28.284
2026-01-16,28.61
2026-01-17,27.789
2026-01-18,27.907
2026-01-19,28.413
2026-01-20,28.275
2026-01-21,28.847
2026-01-22,28.399
2026-01-23,28.238
2026-01-24,29.43
2026-01-25,28.794
2026-01-26,28.951
2026-01-27,28.394
2026-01-28,28.786
2026-01-29,29.087
2026-01-30,28.622
2026-01-31,29.271
2026-02-01,28.919
2026-02-02,29.08
2026-02-03,28.994
2026-02-04,30.013
2026-02-05,29.303
2026-02-06,28.922
2026-02-07,29.71
2026-02-08,28.928
2026-02-09,29.536
2026-02-10,28.703
2026-02-11,28.99
2026-02-12,29.634
2026-02-13,29.884
2026-02-14,29.69
2026-02-15,29.608
2026-02-16,29.566
2026-02-17,29.126
2026-02-18,29.461
2026-02-19,29.595
2026-02-20,30.232
2026-02-21,29.976
2026-02-22,29.162
2026-02-23,30.025
2026-02-24,29.77
2026-02-25,29.68
2026-02-26,30.222
2026-02-27,30.416
2026-02-28,30.401
2026-03-01,29.718
2026-03-02,29.954
2026-03-03,30.234
2026-03-04,30.515
2026-03-05,29.955
2026-03-06,30.094
2026-03-07,29.747
2026-03-08,29.732
2026-03-09,30.555
2026-03-10,30.792
2026-03-11,30.239
2026-03-12,30.687
2026-03-13,30.447
2026-03-14,30.061
2026-03-15,30.479
2026-03-16,31.548
2026-03-17,31.516
2026-03-18,32.753
2026-03-19,31.676
2026-03-20,33.648
2026-03-21,33.949
2026-03-22,33.806
2026-03-23,33.822
2026-03-24,32.85
2026-03-25,33.415
2026-03-26,33.504
2026-03-27,33.81
2026-03-28,32.868
2026-03-29,32.607
2026-03-30,30.285
2026-03-31,30.856
2026-04-01,30.625
2026-04-02,30.284
2026-04-03,30.703
